date,daily_ret,equity
2021-01-04,0.0,1.0
2021-01-05,0.0,1.0
2021-01-06,0.0,1.0
2021-01-07,0.0,1.0
2021-01-08,0.0,1.0
2021-01-11,0.0,1.0
2021-01-12,0.0,1.0
2021-01-13,0.0,1.0
2021-01-14,0.0,1.0
2021-01-15,0.0,1.0
2021-01-19,0.0,1.0
2021-01-20,0.0,1.0
2021-01-21,0.0,1.0
2021-01-22,0.0,1.0
2021-01-25,0.0,1.0
2021-01-26,0.0,1.0
2021-01-27,0.0,1.0
2021-01-28,0.0,1.0
2021-01-29,0.0,1.0
2021-02-01,0.0,1.0
2021-02-02,0.0,1.0
2021-02-03,0.0,1.0
2021-02-04,0.0,1.0
2021-02-05,-0.00025,0.99975
2021-02-08,0.010534961638660374,1.0102823278982507
2021-02-09,0.002898768109967059,1.0132109020924254
2021-02-10,0.0005253204692920366,1.0137431625190045
2021-02-11,-0.0005876617089204572,1.0131474244797123
2021-02-12,0.0014600604164263292,1.0146266809301994
2021-02-16,-0.0014444115520576772,1.013161142431238
2021-02-17,0.0026795307641389442,1.0158759388814125
2021-02-18,-0.005763735017578744,1.010020699158966
2021-02-19,0.005942916608352338,1.0160231679467775
2021-02-22,-0.004222268892573561,1.0117332449306218
2021-02-23,0.006616593887375731,1.0184274729346845
2021-02-24,0.025045928058366897,1.0439349341544708
2021-02-25,-0.03578038716339779,1.0065825380370277
2021-02-26,-0.008747819450375548,0.997777135732379
2021-03-01,0.05173553763116062,1.0493976722855731
2021-03-02,-0.011729560234550665,1.0370886990785022
2021-03-03,-0.027129496244447535,1.008953005111693
2021-03-04,-0.027340114308912394,0.9813681146196187
2021-03-05,0.05520674881641675,1.0355462576198644
2021-03-08,-0.008395153800421475,1.0268526875196948
2021-03-09,0.051236585330720834,1.0794651128658777
2021-03-10,0.018184631483335444,1.0990947881424606
2021-03-11,0.04063204188137558,1.1437532536058665
2021-03-12,0.0093899718200501,1.1544930644263163
2021-03-15,0.04066518771239669,1.2014407416038726
2021-03-16,-0.016832710834658562,1.181217237015477
2021-03-17,-0.003058368167454644,1.1776046398189401
2021-03-18,-0.0481118315212683,1.1209479237893074
2021-03-19,0.020582784515776872,1.1440201533580703
2021-03-22,0.022239757655455113,1.1694628843217103
2021-03-23,-0.028144443831995124,1.136549001860315
2021-03-24,-0.0287233279501368,1.1039035321484807
2021-03-25,0.019439694582273542,1.12536307966174
2021-03-26,0.06643926882548318,1.2001313798376598
2021-03-29,-0.015392402415759798,1.1816584746874175
2021-03-30,-0.005013761420822016,1.1757339210144424
2021-03-31,0.02865860620648601,1.209428816460403
2021-04-01,0.04336847511680567,1.2618798999926137
2021-04-05,0.03406813377584336,1.3048697932346098
2021-04-06,0.00582685166334698,1.3124730759597703
2021-04-07,-0.019824850313549715,1.2864534936883036
2021-04-08,0.020856922347927104,1.3132849543103802
2021-04-09,0.023714915842411238,1.3444293964789558
2021-04-12,0.004825153893946183,1.350916475216512
2021-04-13,0.019045404040253615,1.3766452253116457
2021-04-14,0.0016688698610873246,1.3789426670375782
2021-04-15,0.04615941654935915,1.4425938560030498
2021-04-16,0.007090869523659567,1.4528231008116004
2021-04-19,-0.019895178700725127,1.423918925600412
2021-04-20,-0.05347246019991683,1.3477784775233357
2021-04-21,0.059218312851466864,1.4275916450597863
2021-04-22,-0.025153579247093577,1.3916826054832863
2021-04-23,0.05523499609402987,1.468552188761285
2021-04-26,0.021195570235207333,1.4996789898222422
2021-04-27,0.006178716277056243,1.5089450808070164
2021-04-28,0.004422345737741162,1.515618157653609
