date,daily_ret,equity
2021-01-04,0.0,1.0
2021-01-05,0.0,1.0
2021-01-06,0.0,1.0
2021-01-07,0.0,1.0
2021-01-08,0.0,1.0
2021-01-11,0.0,1.0
2021-01-12,0.0,1.0
2021-01-13,0.0,1.0
2021-01-14,0.0,1.0
2021-01-15,0.0,1.0
2021-01-19,0.0,1.0
2021-01-20,0.0,1.0
2021-01-21,0.0,1.0
2021-01-22,0.0,1.0
2021-01-25,0.0,1.0
2021-01-26,0.0,1.0
2021-01-27,0.0,1.0
2021-01-28,0.0,1.0
2021-01-29,0.0,1.0
2021-02-01,0.0,1.0
2021-02-02,0.0,1.0
2021-02-03,0.0,1.0
2021-02-04,0.0,1.0
2021-02-05,0.0,1.0
2021-02-08,0.0,1.0
2021-02-09,0.0,1.0
2021-02-10,0.0,1.0
2021-02-11,0.0,1.0
2021-02-12,0.0,1.0
2021-02-16,0.0,1.0
2021-02-17,0.0,1.0
2021-02-18,0.0,1.0
2021-02-19,0.0,1.0
2021-02-22,0.0,1.0
2021-02-23,0.0,1.0
2021-02-24,0.0,1.0
2021-02-25,0.0,1.0
2021-02-26,0.0,1.0
2021-03-01,0.0,1.0
2021-03-02,0.0,1.0
2021-03-03,0.0,1.0
2021-03-04,0.0,1.0
2021-03-05,0.0,1.0
2021-03-08,0.0,1.0
2021-03-09,0.0,1.0
2021-03-10,0.0,1.0
2021-03-11,0.0,1.0
2021-03-12,0.0,1.0
2021-03-15,0.0,1.0
2021-03-16,0.0,1.0
2021-03-17,0.0,1.0
2021-03-18,0.0,1.0
2021-03-19,0.0,1.0
2021-03-22,0.0,1.0
2021-03-23,0.0,1.0
2021-03-24,0.0,1.0
2021-03-25,0.0,1.0
2021-03-26,0.0,1.0
2021-03-29,0.0,1.0
2021-03-30,0.0,1.0
2021-03-31,0.0,1.0
2021-04-01,0.0,1.0
2021-04-05,0.0,1.0
2021-04-06,0.0,1.0
2021-04-07,0.0,1.0
2021-04-08,0.0,1.0
2021-04-09,-0.00025,0.99975
2021-04-12,-0.005121466208323491,0.9946298141582286
2021-04-13,-0.00047089508689435606,0.9941614478654629
2021-04-14,-0.003208183149970236,0.9909719958600709
2021-04-15,0.006813723762679042,0.9977242052964121
2021-04-16,0.0033738254364961027,1.001090352598849
2021-04-19,-0.011082657454733141,0.989995611139758
2021-04-20,-0.021385197037309754,0.9688243599294624
2021-04-21,0.017922850234522437,0.986188453836035
2021-04-22,-0.00938446452221106,0.9769336032787965
2021-04-23,0.01686145338394671,0.9934061236896929
2021-04-26,0.007840509486421317,1.001194933826351
2021-04-27,0.00645041491754208,1.0076530565628723
2021-04-28,-0.000183162958113569,1.0074684918482801
2021-04-29,0.005943628875914213,1.0134565106680034
2021-04-30,-0.007997503532496786,1.005351388643904
2021-05-03,0.00659365810806824,1.0119803319790937
2021-05-04,-0.0016469054120469733,1.0103136960934722
2021-05-05,0.0066381310399509265,1.017020290799598
2021-05-06,0.006221500574441018,1.023347683123026
2021-05-07,0.017844991371550222,1.041609313698452
2021-05-10,-0.008498082969988838,1.0327576313283295
2021-05-11,-0.013513898050686805,1.0188010499874898
2021-05-12,-0.029706333056473612,0.9885362066782764
2021-05-13,0.015744466467243853,1.004100181835979
2021-05-14,0.020383305315393483,1.0245670624095837
2021-05-17,0.0025256381444186053,1.0271547480639203
2021-05-18,-0.012552235015885408,1.0142616602685393
2021-05-19,-0.00894513222226874,1.0051889556094593
2021-05-20,0.005774284316746243,1.0109932024312016
2021-05-21,0.0011529248808300925,1.0121588016486347
2021-05-24,0.00857133391848192,1.0208343527160957
